geoidentifikator,naziv,tip_ustanove,kategorija,opstina,mesto,ulica,kucni_broj,rastojanje_m,biraca_prebivaliste,biraca_boraviste,biraca_ukupno,lat,lon
SRBRGI2003002,Месна заједница Икарус,месна заједница,nestambeno,НОВИ БЕОГРАД,БЕОГРАД (НОВИ БЕОГРАД),АЛЕКСИНАЧКИХ РУДАРА,37,1.2,47,0,47,44.827337,20.416491
SRBRGI2010706,Вучина кућа на Сави,споменик културе,nestambeno,САВСКИ ВЕНАЦ,БЕОГРАД (САВСКИ ВЕНАЦ),КАРАЂОРЂЕВА,61,7.4,46,1,47,44.813234,20.452758
SRBRGI2012170,Центар за социјални рад „1. март”,објекат социјалне заштите,stambeno-moguce,АЛИБУНАР,АЛИБУНАР,САВЕ МУНЋАНА,3,8.3,47,0,47,45.081316,20.965847
SRBRGI2015086,Дом здравља „Др Милутин Ивковић” – амбуланта Борча 3,амбуланта,nestambeno,ПАЛИЛУЛА (БЕОГРАД),БОРЧА,БРАТСТВА И ЈЕДИНСТВА,115,9.2,47,0,47,44.878275,20.452704
SRBRGI2017466,Приватна ветеринарска амбуланта „ГОЛДЕН ПЕТ“,објекат ветерине,nestambeno,ВОЖДОВАЦ,БЕОГРАД (ВОЖДОВАЦ),ВОЈВОДЕ СТЕПЕ,224,0.5,47,0,47,44.771653,20.477512
SRBRGI2013221,Вртић „Кунг-фу панда - Панда 1”,предшколска установа,nestambeno,ПАЛИЛУЛА (БЕОГРАД),БЕОГРАД (ПАЛИЛУЛА),ЗРЕЊАНИНСКИ ПУТ,62А,6.3,46,0,46,44.846151,20.488926
SRBRGI2013659,Предшколска установа „Кунг-фу панда”,предшколска установа,nestambeno,ПАЛИЛУЛА (БЕОГРАД),БЕОГРАД (ПАЛИЛУЛА),ЗРЕЊАНИНСКИ ПУТ,62А,6.6,46,0,46,44.846148,20.488926
SRBRGI2015131,Дом здравља Стари град – амбуланта Венизелосова,амбуланта,nestambeno,СТАРИ ГРАД,БЕОГРАД (СТАРИ ГРАД),ВЕНИЗЕЛОСОВА,1,13.1,46,0,46,44.82057,20.467545
SRBRGI2017537,Приватна ветеринарска амбуланта „Галопин Вет“,објекат ветерине,nestambeno,ЧУКАРИЦА,СРЕМЧИЦА,САРЕ БЕРНАР,44,0.2,45,1,46,44.693489,20.38105
SRBRGI2018150,Ветеринарска амбуланта за кућне љубимце „VET PRINCESS“,објекат ветерине,nestambeno,ПАЛИЛУЛА (БЕОГРАД),БЕОГРАД (ПАЛИЛУЛА),ЉУБОМИРА СТОЈАНОВИЋА,38А,0.2,46,0,46,44.813008,20.480624
SRBRGI2002859,Месна заједница Зелени венац,месна заједница,nestambeno,САВСКИ ВЕНАЦ,БЕОГРАД (САВСКИ ВЕНАЦ),ПОП-ЛУКИНА,17,3.0,45,0,45,44.814429,20.453413
SRBRGI2003866,Центар за социјални рад – Кикинда,објекат социјалне заштите,stambeno-moguce,КИКИНДА,КИКИНДА,СЕМЛАЧКА,10,3.9,45,0,45,45.835369,20.470044
SRBRGI2017197,Библиотека града Београда - Одељење „Вук Караџић“,библиотека,nestambeno,ЗВЕЗДАРА,БЕОГРАД (ЗВЕЗДАРА),ЋИРИЛА И МЕТОДИЈА,2,0.5,45,0,45,44.804067,20.481543
SRBRGI2013324,Вртић „Чаролије”,предшколска установа,nestambeno,ВРАЧАР,БЕОГРАД (ВРАЧАР),КУМАНОВСКА,11,2.5,44,0,44,44.804643,20.473037
SRBRGI2017858,Приватна ветеринарска амбуланта за кућне љубимце „ЛончарВет“,објекат ветерине,nestambeno,ЗВЕЗДАРА,БЕОГРАД (ЗВЕЗДАРА),ЂУРИЋЕВА,6,0.7,44,0,44,44.803615,20.48993
SRBRGI2003454,Месна заједница Ђуро Стругар,месна заједница,nestambeno,СТАРИ ГРАД,БЕОГРАД (СТАРИ ГРАД),БУДИМСКА,11,4.3,43,0,43,44.817792,20.472937
SRBRGI2013059,Вртић „Шврћа”,предшколска установа,nestambeno,НОВИ БЕОГРАД,БЕОГРАД (НОВИ БЕОГРАД),ЈУРИЈА ГАГАРИНА,152,4.3,43,0,43,44.800839,20.374899
SRBRGI2013563,Вртић „Пеки”,предшколска установа,nestambeno,ВОЖДОВАЦ,БЕОГРАД (ВОЖДОВАЦ),КАПЛАРА МОМЧИЛА ГАВРИЋА,1,3.7,43,0,43,44.761183,20.487757
SRBRGI2003041,Месна заједница Борча Греда,месна заједница,nestambeno,ПАЛИЛУЛА (БЕОГРАД),БОРЧА,МИЛАНА ТОПЛИЦЕ,31,3.4,42,0,42,44.884198,20.45814
SRBRGI2002982,Месна заједница Баново Брдо,месна заједница,nestambeno,ЧУКАРИЦА,БЕОГРАД (ЧУКАРИЦА),ПОЖЕШКА,78,4.0,41,0,41,44.778815,20.415263
SRBRGI2010779,Зграда Пензионог фонда Беочинске фабрике цемента,споменик културе,nestambeno,СТАРИ ГРАД,БЕОГРАД (СТАРИ ГРАД),БУЛЕВАР ДЕСПОТА СТЕФАНА,10,11.6,41,0,41,44.81646,20.462566
SRBRGI2011106,Кућа Поповића,споменик културе,nestambeno,ВРАЧАР,БЕОГРАД (ВРАЧАР),РАДИВОЈА КОРАЋА,3,7.8,41,0,41,44.799152,20.484486
SRBRGI2003040,Месна заједница Ташмајдан,месна заједница,nestambeno,ПАЛИЛУЛА (БЕОГРАД),БЕОГРАД (ПАЛИЛУЛА),ИЛИЈЕ ГАРАШАНИНА,20,4.9,40,0,40,44.811349,20.471684
SRBRGI2003042,Месна заједница Стеван Христић,месна заједница,nestambeno,ПАЛИЛУЛА (БЕОГРАД),БЕОГРАД (ПАЛИЛУЛА),ПАТРИСА ЛУМУМБЕ,70,2.9,40,0,40,44.814696,20.514328
SRBRGI2006861,Предшколска установа „Ана” – седиште,предшколска установа,nestambeno,НОВИ БЕОГРАД,БЕОГРАД (НОВИ БЕОГРАД),АНТИФАШИСТИЧКЕ БОРБЕ,12,0.0,40,0,40,44.813675,20.423247
SRBRGI2013199,Вртић „Палчица”,предшколска установа,nestambeno,ПАЛИЛУЛА (БЕОГРАД),БОРЧА,РАТНИХ ВОЈНИХ ИНВАЛИДА,36,7.3,40,0,40,44.875593,20.454914
SRBRGI2013440,Предшколска установа „Вини Пу”,предшколска установа,nestambeno,НОВИ БЕОГРАД,БЕОГРАД (НОВИ БЕОГРАД),ГАНДИЈЕВА,114В,5.7,40,0,40,44.804377,20.386368
SRBRGI2017313,Музеј „Zepter“,музеј,nestambeno,СТАРИ ГРАД,БЕОГРАД (СТАРИ ГРАД),КНЕЗА МИХАИЛА,42,3.6,40,0,40,44.818638,20.455901
SRBRGI2019315,Хришћанска Адвентистичка црква,црква,nestambeno,ВРАЧАР,БЕОГРАД (ВРАЧАР),РАДОСЛАВА ГРУЈИЋА,4,10.8,40,0,40,44.798913,20.479832
SRBRGI2015068,"Дом здравља Звездара – амбуланта „Далматинска""",амбуланта,nestambeno,ЗВЕЗДАРА,БЕОГРАД (ЗВЕЗДАРА),ДАЛМАТИНСКА,104,6.0,39,0,39,44.805901,20.483042
SRBRGI2003044,Спортски савез Палилуле,јавни објекат,nestambeno,ПАЛИЛУЛА (БЕОГРАД),БЕОГРАД (ПАЛИЛУЛА),ДВАДЕСЕТСЕДМОГ МАРТА,35,4.0,38,0,38,44.810752,20.474936
SRBRGI2004299,Јавно предузеће Пословни простор Звездара,јавни објекат,nestambeno,ЗВЕЗДАРА,БЕОГРАД (ЗВЕЗДАРА),БУЛЕВАР КРАЉА АЛЕКСАНДРА,245,4.2,38,0,38,44.795132,20.501205
SRBRGI2006890,Предшколска установа „Дечји свет”,предшколска установа,nestambeno,ВОЖДОВАЦ,БЕОГРАД (ВОЖДОВАЦ),БРАЋЕ ЈЕРКОВИЋА,112Б,0.0,38,0,38,44.762388,20.498143
SRBRGI2009950,Јавно предузеће за планирање и управљање пројектима општине Жагубица,јавни објекат,nestambeno,ЖАГУБИЦА,ЖАГУБИЦА,КАМЕНИЧКА,2,8.4,38,0,38,44.199593,21.782096
SRBRGI2013428,Предшколска установа „Младенац”,предшколска установа,nestambeno,НОВИ БЕОГРАД,БЕОГРАД (НОВИ БЕОГРАД),ОМЛАДИНСКИХ БРИГАДА,86И,8.9,38,0,38,44.812687,20.39983
SRBRGI2014662,"Центар за социјални рад – Петровац на Млави, одељење Жагубица",објекат социјалне заштите,stambeno-moguce,ЖАГУБИЦА,ЖАГУБИЦА,КАМЕНИЧКА,2,9.2,38,0,38,44.199591,21.782083
SRBRGI2018062,Приватна ветеринарска амбуланта за кућне љубимце „Charlie&Graff“,објекат ветерине,nestambeno,НОВИ БЕОГРАД,БЕОГРАД (НОВИ БЕОГРАД),ДРАГИШЕ БРАШОВАНА,9,0.4,38,0,38,44.818977,20.389482
SRBRGI2003047,Скупштина општине Раковица,органи општине,nestambeno,РАКОВИЦА,БЕОГРАД (РАКОВИЦА),МИШКА КРАЊЦА,12,9.4,37,0,37,44.742817,20.445035
SRBRGI2003048,Општинска управа Раковица,органи општине,nestambeno,РАКОВИЦА,БЕОГРАД (РАКОВИЦА),МИШКА КРАЊЦА,12,3.4,37,0,37,44.742835,20.445109
SRBRGI2003049,Општинско јавно правобранилаштво Раковица,правобранилаштво,nestambeno,РАКОВИЦА,БЕОГРАД (РАКОВИЦА),МИШКА КРАЊЦА,12,5.3,37,0,37,44.742853,20.445208
SRBRGI2003066,Јавно предузеће Пословни центар Раковица,јавни објекат,nestambeno,РАКОВИЦА,БЕОГРАД (РАКОВИЦА),МИШКА КРАЊЦА,12,7.9,37,0,37,44.742864,20.44524
SRBRGI2003127,Савез спортова Раковице,јавни објекат,nestambeno,РАКОВИЦА,БЕОГРАД (РАКОВИЦА),МИШКА КРАЊЦА,12,10.5,37,0,37,44.742871,20.445272
SRBRGI2013060,Вртић „Шврћа”,предшколска установа,nestambeno,НОВИ БЕОГРАД,БЕОГРАД (НОВИ БЕОГРАД),ЈУРИЈА ГАГАРИНА,170,1.6,37,0,37,44.800392,20.373791
SRBRGI2014218,Вртић „Цврчак”,предшколска установа,nestambeno,БАЧКА ПАЛАНКА,БАЧКА ПАЛАНКА,ВАСЕ СТАЈИЋА,2,7.2,37,0,37,45.244253,19.406368
SRBRGI2014833,"Градски центар за социјални рад – Београд, одељење Раковица",објекат социјалне заштите,stambeno-moguce,РАКОВИЦА,БЕОГРАД (РАКОВИЦА),МИШКА КРАЊЦА,12,4.6,37,0,37,44.742886,20.445178
SRBRGI2016470,Локална пореска администрација Раковица,локална пореска администрација,nestambeno,РАКОВИЦА,БЕОГРАД (РАКОВИЦА),МИШКА КРАЊЦА,12,0.0,37,0,37,44.742855,20.445141
SRBRGI2003180,Месна заједница Скадарлија,месна заједница,nestambeno,СТАРИ ГРАД,БЕОГРАД (СТАРИ ГРАД),ЦЕТИЊСКА,32,2.9,36,0,36,44.818292,20.466586
SRBRGI2010909,Хотел „Бристол”,споменик културе,nestambeno,САВСКИ ВЕНАЦ,БЕОГРАД (САВСКИ ВЕНАЦ),КАРАЂОРЂЕВА,50,10.1,36,0,36,44.812691,20.452745
SRBRGI2011783,Центар за социјални рад „21. септембар”,објекат социјалне заштите,stambeno-moguce,КРУПАЊ,КРУПАЊ,МАЧКОВ КАМЕН,4,4.5,36,0,36,44.36356,19.362137
SRBRGI2013429,Вртић „Младенац”,предшколска установа,nestambeno,НОВИ БЕОГРАД,БЕОГРАД (НОВИ БЕОГРАД),ОМЛАДИНСКИХ БРИГАДА,86Ј,6.5,36,0,36,44.812915,20.400068
SRBRGI2017194,Библиотека Српске патријаршије,библиотека,nestambeno,СТАРИ ГРАД,БЕОГРАД (СТАРИ ГРАД),КРАЉА ПЕТРА,5,0.5,36,0,36,44.81733,20.451518
SRBRGI2002455,Служба за катастар непокретности Кнић,државни органи,nestambeno,КНИЋ,КНИЋ,ВОЈВОДЕ СТЕВАНА КНИЋАНИНА,103,8.0,35,0,35,43.9259,20.720857
SRBRGI2003038,Месна заједница Карабурма Дунав,месна заједница,nestambeno,ПАЛИЛУЛА (БЕОГРАД),БЕОГРАД (ПАЛИЛУЛА),СТЕВАНА ДУКИЋА,15,3.6,35,0,35,44.813888,20.517615
SRBRGI2004471,Јавно предузеће за комуналну привреду Лазаревац,јавни објекат,nestambeno,ЛАЗАРЕВАЦ,ЛАЗАРЕВАЦ,НИКОЛЕ ВУЈАЧИЋА,28,4.5,35,0,35,44.385978,20.255037
SRBRGI2013512,Вртић „Цврчак”,предшколска установа,nestambeno,ЧУКАРИЦА,БЕОГРАД (ЧУКАРИЦА),РАТКА МИТРОВИЋА,181,9.2,35,0,35,44.74872,20.430011
SRBRGI2004341,Јавно предузеће Дирекција за изградњу Гроцка,јавни објекат,nestambeno,ГРОЦКА,ГРОЦКА,ЗЛАТИБОРСКА,2,10.3,34,0,34,44.66853,20.713944
SRBRGI2006857,Предшколска установа „ABC Step by step”,предшколска установа,nestambeno,НОВИ БЕОГРАД,БЕОГРАД (НОВИ БЕОГРАД),БУЛЕВАР ЗОРАНА ЂИНЂИЋА,87,0.0,34,0,34,44.816226,20.41833
SRBRGI2011329,Јавно предузеће „Нови дом”,јавни објекат,nestambeno,ВРАЊЕ,ВРАЊЕ,КРАЉА СТЕФАНА ПРВОВЕНЧАНОГ,83,8.3,34,0,34,42.550887,21.899206
SRBRGI2012325,Центар за социјални рад – Вршац,објекат социјалне заштите,stambeno-moguce,ВРШАЦ,ВРШАЦ,ЖАРКА ЗРЕЊАНИНА,13,4.7,34,0,34,45.120489,21.30173
SRBRGI2013006,Центар за социјални рад – Ковин,објекат социјалне заштите,stambeno-moguce,КОВИН,КОВИН,ТРГ ЖАРКА ЗРЕЊАНИНА,8,9.2,34,0,34,44.736944,20.978122
SRBRGI2013393,Вртић „Бајка”,предшколска установа,nestambeno,ОБРЕНОВАЦ,ОБРЕНОВАЦ,УЛИЦА 4,15,12.4,34,0,34,44.653872,20.190711
SRBRGI2015077,"Дом здравља „Др Милутин Ивковић” – огранак „Карабурма""",амбуланта,nestambeno,ПАЛИЛУЛА (БЕОГРАД),БЕОГРАД (ПАЛИЛУЛА),ПАНА ЂУКИЋА,5,5.2,33,1,34,44.813722,20.511736
SRBRGI2016486,Локална пореска администрација Младеновац,локална пореска администрација,nestambeno,МЛАДЕНОВАЦ,МЛАДЕНОВАЦ (ВАРОШ),КРАЉА ПЕТРА ПРВОГ,215,7.7,34,0,34,44.43932,20.694473
SRBRGI2017686,Приватна ветеринарска амбуланта за кућне љубимце „М-Вет“,објекат ветерине,nestambeno,ВОЖДОВАЦ,БЕОГРАД (ВОЖДОВАЦ),ВОЈВОДЕ СТЕПЕ,107,0.1,34,0,34,44.779671,20.473494
SRBRGI2018143,Приватна ветеринарска амбуланта за кућне љубимце „ВетеВет“,објекат ветерине,nestambeno,ПАЛИЛУЛА (БЕОГРАД),БЕОГРАД (ПАЛИЛУЛА),ЂУШИНА,26,0.3,34,0,34,44.813502,20.47554
SRBRGI2006873,"Предшколска установа „Дечија кућа – Љубав, вера и нада”",предшколска установа,nestambeno,ПАЛИЛУЛА (БЕОГРАД),БЕОГРАД (ПАЛИЛУЛА),КНЕЗА ДАНИЛА,45,0.0,33,0,33,44.808567,20.478581
